backbone,dataset,method,train_seed,gate_status,gate_floor,score,calibration,alpha,rho_cal,rho_test,split_seed,n_eval,worst_group_acc,base_top1,marginal_cov,worst_group,worst_group_cov,mean_group_cov,cov_range,n_cal_worst_group,cov_gap,mean_set_size,worst_group_set_size,set_size_disparity,div_wasserstein1,div_ks_stat,div_ks_pvalue,rho_cal_realized,rho_test_realized
resnet50_erm,waterbirds,erm,0,kept,0.3,APS,marginal_split,0.1,0.95,0.9,0,2622,0.5095986038394416,0.9149504195270786,0.8733790999237223,2,0.5572519083969466,0.7820626859878381,0.372409108552206,66,0.3427480916030534,0.9679633867276888,1.0229007633587786,0.07120584810454123,0.165734987931572,0.34919910149821803,4.662852281720085e-14,0.9496567505720824,0.9000762776506483
resnet50_erm,waterbirds,erm,0,kept,0.3,APS,marginal_split,0.1,0.95,0.9,1,2622,0.5095986038394416,0.9317315026697178,0.8794813119755912,2,0.5419847328244275,0.7752733212576013,0.38089662310777594,66,0.3580152671755725,0.9622425629290617,1.083969465648855,0.14329149954716003,0.21082500322615597,0.38574287281541797,3.7333744299875154e-17,0.9496567505720824,0.9000762776506483
resnet50_erm,waterbirds,erm,0,kept,0.3,APS,marginal_split,0.1,0.95,0.9,2,2622,0.5095986038394416,0.9267734553775744,0.8806254767353165,2,0.5267175572519084,0.7691227843187993,0.41480786647690515,66,0.37328244274809164,0.9683447749809306,1.1221374045801527,0.16620520119032212,0.18839518613949627,0.3814005227981037,9.225769027002587e-17,0.9496567505720824,0.9000762776506483
resnet50_erm,waterbirds,erm,0,kept,0.3,APS,marginal_split,0.1,0.95,0.9,3,2622,0.5095986038394416,0.9218154080854309,0.8852021357742181,2,0.5343511450381679,0.7869339500582223,0.39954716004657786,66,0.3656488549618321,0.9740655987795576,1.0229007633587786,0.09495406909043869,0.19403623023486474,0.3729150131312419,5.020654229428769e-16,0.9496567505720824,0.9000762776506483
resnet50_erm,waterbirds,erm,0,kept,0.3,APS,marginal_split,0.1,0.95,0.9,4,2622,0.5095986038394416,0.9195270785659801,0.889397406559878,2,0.5267175572519084,0.7807817958338724,0.42328244274809157,66,0.37328244274809164,0.9816933638443935,1.0229007633587786,0.1059968948117479,0.21226952294746387,0.39987925999246143,1.9375994880472522e-18,0.9496567505720824,0.9000762776506483
resnet50_erm,waterbirds,erm,0,kept,0.3,APS,marginal_split,0.1,0.95,0.9,5,2622,0.5095986038394416,0.9233409610983981,0.8897787948131197,2,0.5648854961832062,0.7962624530987191,0.37833484279984464,66,0.33511450381679386,0.9805491990846682,1.1221374045801527,0.15857808254625438,0.20917273977250136,0.37176583793258783,6.372966730631217e-16,0.9496567505720824,0.9000762776506483
resnet50_erm,waterbirds,erm,0,kept,0.3,APS,marginal_split,0.1,0.95,0.9,6,2622,0.5095986038394416,0.9271548436308161,0.8783371472158658,2,0.5114503816793893,0.7763342605770475,0.4275326691680683,66,0.38854961832061075,0.9614797864225781,1.0,0.08732048130417902,0.21027212183435146,0.39941652544580336,2.112087173088594e-18,0.9496567505720824,0.9000762776506483
resnet50_erm,waterbirds,erm,0,kept,0.3,APS,marginal_split,0.1,0.95,0.9,7,2622,0.5095986038394416,0.918001525553013,0.8668954996186118,2,0.5267175572519084,0.771674860913443,0.39192651054470173,66,0.37328244274809164,0.9595728451563692,1.0534351145038168,0.1543084486997024,0.213655778885468,0.38554368244765125,4.012025516624122e-17,0.9496567505720824,0.9000762776506483
resnet50_erm,waterbirds,erm,0,kept,0.3,APS,marginal_split,0.1,0.95,0.9,8,2622,0.5095986038394416,0.9225781845919145,0.881769641495042,2,0.5419847328244275,0.7782410402380645,0.39869323327726747,66,0.3580152671755725,0.9736842105263158,1.0916030534351144,0.13482339241816532,0.20785045770333768,0.3685481473763564,1.1986782914207437e-15,0.9496567505720824,0.9000762776506483
resnet50_erm,waterbirds,erm,0,kept,0.3,APS,marginal_split,0.1,0.95,0.9,9,2622,0.5095986038394416,0.927536231884058,0.8771929824561403,2,0.5648854961832062,0.7875743951352051,0.3563009444947599,66,0.33511450381679386,0.9664378337147216,1.0534351145038168,0.13142062362530715,0.21255463138773312,0.3521195387363976,2.7714541863157844e-14,0.9496567505720824,0.9000762776506483
